standard_pred,mc_pred,mc_conf,cnn_adv,mc_adv,mc_conf,truth,epsilon
0,0,0.24509999999999996,1,1,0.009899999999999999,0,0.6
0,1,0.2418999999999999,1,1,0.02910000000000001,0,0.6
0,0,0.0,1,1,0.019599999999999992,0,0.6
1,1,0.009899999999999999,1,1,0.029100000000000004,0,0.6
1,1,0.0564,1,1,0.0,0,0.6
0,0,0.1476,1,1,0.019599999999999996,0,0.6
1,0,0.24,1,1,0.009899999999999997,0,0.6
0,0,0.0291,1,1,0.019599999999999992,0,0.6
1,0,0.0384,1,1,0.019599999999999996,0,0.6
0,0,0.009899999999999997,1,1,0.019599999999999996,0,0.6
0,0,0.009899999999999999,1,1,0.019599999999999996,0,0.6
0,0,0.0,1,1,0.019599999999999992,0,0.6
0,0,0.0,1,1,0.0,0,0.6
0,0,0.10559999999999999,1,1,0.009899999999999999,0,0.6
0,0,0.24909999999999993,1,1,0.0564,0,0.6
0,0,0.038400000000000004,1,1,0.0,0,0.6
1,0,0.24989999999999996,1,1,0.009899999999999999,0,0.6
0,0,0.0,1,1,0.019599999999999996,0,0.6
0,0,0.0,1,1,0.009899999999999999,0,0.6
1,0,0.24189999999999998,1,1,0.019599999999999992,0,0.6
0,0,0.0,1,1,0.0,0,0.6
0,0,0.0,1,1,0.029100000000000004,0,0.6
0,0,0.0,1,1,0.0,0,0.6
0,0,0.0,1,1,0.029100000000000004,0,0.6
0,0,0.0,1,1,0.019599999999999996,0,0.6
0,0,0.06509999999999999,1,1,0.0,0,0.6
0,0,0.11309999999999999,1,1,0.04750000000000001,0,0.6
0,0,0.21389999999999992,1,1,0.0,0,0.6
0,0,0.029100000000000004,1,1,0.009899999999999999,0,0.6
1,0,0.1056,1,1,0.019599999999999996,0,0.6
0,0,0.019599999999999996,1,1,0.009899999999999999,0,0.6
0,0,0.0,1,1,0.019599999999999996,0,0.6
0,0,0.009899999999999999,1,1,0.019599999999999996,0,0.6
0,0,0.0,1,1,0.029100000000000004,0,0.6
0,0,0.047499999999999994,1,1,0.029100000000000004,0,0.6
0,0,0.009899999999999999,1,1,0.019599999999999996,0,0.6
0,0,0.1131,1,1,0.019599999999999996,0,0.6
0,0,0.009899999999999999,1,1,0.0,0,0.6
0,0,0.009899999999999999,1,1,0.009899999999999999,0,0.6
0,0,0.24360000000000007,1,1,0.029100000000000004,0,0.6
1,0,0.23560000000000003,1,1,0.009899999999999999,0,0.6
0,0,0.0291,1,1,0.029100000000000004,0,0.6
1,0,0.2379,1,1,0.009899999999999999,0,0.6
0,0,0.0,1,1,0.009899999999999999,0,0.6
0,0,0.0,1,1,0.01959999999999999,0,0.6
0,0,0.01959999999999999,1,1,0.029100000000000004,0,0.6
