,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,8,0.011219128035008907,4
1,9,0.006307526025921106,7,0.007466206792742014,9
2,3,0.0006522772600874305,3,0.016891727223992348,3
3,4,0.005147729534655809,8,0.0200969148427248,4
4,7,0.0014434474287554622,7,0.016577810049057007,7
5,5,0.00441807322204113,9,0.024392539635300636,5
6,6,0.00236397422850132,6,0.014257436618208885,6
7,0,0.003989527467638254,2,0.027460545301437378,0
8,3,0.002794447122141719,2,0.014938177540898323,3
9,3,0.0010042238282039762,3,0.007150561548769474,3
10,3,0.0013716437388211489,3,0.007631307002156973,3
11,3,0.0015152564737945795,3,0.015611506998538971,3
12,4,0.0018731539603322744,9,0.009944910183548927,4
13,9,0.002572104334831238,8,0.013302179984748363,9
14,4,0.00014686331269331276,8,0.02423645369708538,4
15,9,0.0024184640496969223,4,0.006044027395546436,9
16,2,0.0012258009519428015,3,0.026420816779136658,2
17,3,0.0011289824033156037,3,0.011464489623904228,3
18,5,0.00014594505773857236,5,0.005219722166657448,5
19,6,0.002098282566294074,4,0.02678748592734337,6
20,5,0.0015878875274211168,5,0.014116001315414906,5
21,9,0.0005913459463045001,4,0.021034754812717438,9
22,3,0.0009014947572723031,3,0.02905087172985077,3
23,9,0.003665159223601222,4,0.012528200633823872,9
24,5,0.0005662311450578272,5,0.016913171857595444,5
25,3,2.858651896531228e-05,3,0.011960507370531559,3
26,1,0.00036550077493302524,1,0.017936423420906067,1
27,5,0.001883807242847979,7,0.023057302460074425,5
28,1,0.00011257869482506067,2,0.022761935368180275,1
29,4,0.0006101925973780453,9,0.024343252182006836,4
30,9,0.0026145917363464832,9,0.022142833098769188,9
31,3,0.001190423732623458,3,0.002025672933086753,3
32,6,0.00033004541182890534,6,0.013422329910099506,6
33,8,0.019415680319070816,0,0.032216161489486694,8
34,0,0.017907870933413506,2,0.012055374681949615,0
35,3,0.0005642116302624345,3,0.007939920760691166,3
36,1,0.0010162382386624813,1,0.014589968137443066,1
37,1,1.77723886736203e-05,1,0.021667782217264175,1
38,0,0.0008613101090304554,0,0.001673096208833158,0
39,1,0.0006521436735056341,1,0.015566177666187286,1
40,0,0.0010531583102419972,0,0.01326967217028141,0
41,9,0.00030919586424715817,9,0.0133439926430583,9
42,0,0.008600400760769844,6,0.028792405501008034,0
43,4,0.002156465081498027,9,0.010570738464593887,4
44,7,0.000913773663341999,9,0.022465962916612625,7
45,4,0.0015012894291430712,4,0.006789997220039368,4
46,9,0.006390399299561977,9,0.021550873294472694,9
47,8,0.0026217096019536257,8,0.01764729805290699,8
48,7,0.0021211968269199133,8,0.018307577818632126,7
49,0,0.0019193468615412712,0,0.020226988941431046,0
50,3,0.001403252244926989,3,0.027368983253836632,3
51,8,0.0035473823081701994,5,0.004296052269637585,8
52,5,0.0023725656792521477,5,0.01497504860162735,5
53,8,0.008340408094227314,9,0.0096996258944273,8
54,7,0.0126339765265584,3,0.026989806443452835,7
55,1,0.0010995389893651009,1,0.027550438418984413,1
56,6,0.0011904563289135695,3,0.021855415776371956,6
57,3,0.0008859391091391444,3,0.010809440165758133,3
58,3,0.0022571764420717955,3,0.018774807453155518,3
59,9,0.0005084540462121367,9,0.014812983572483063,9
60,3,2.597841012175195e-05,3,0.0066805556416511536,3
61,3,0.00045174011029303074,3,0.026761755347251892,3
62,0,0.0030494467355310917,0,0.022219909355044365,0
63,3,0.002122255275025964,2,0.036645807325839996,3
64,0,0.00015749690646771342,0,0.014003227464854717,0
65,1,0.0008421270176768303,1,0.02246760204434395,1
66,8,0.00369359296746552,8,0.0020107317250221968,8
67,4,0.0017041793325915933,2,0.013503076508641243,4
68,2,0.00014556077076122165,2,0.008744212798774242,2
69,4,0.013750189915299416,9,0.011585986241698265,4
70,2,0.00035714879049919546,2,0.010936152189970016,2
71,8,0.002333299722522497,3,0.02689678594470024,8
72,6,0.0007998154615052044,6,0.0009316345676779747,6
73,4,0.020838778465986252,7,0.01054942887276411,4
74,4,0.0037519740872085094,1,0.03291791304945946,4
75,6,0.0013700793497264385,8,0.01560191810131073,6
76,8,0.004772774409502745,9,0.019339680671691895,8
77,1,2.721888267842587e-05,1,0.02081548422574997,1
78,1,0.000928651075810194,2,0.015935568138957024,1
79,3,0.013062755577266216,2,0.027718257158994675,3
80,0,0.0012004028540104628,0,0.012082068249583244,0
81,6,0.020350389182567596,0,0.005593142006546259,6
82,2,0.0022739123087376356,3,0.030080661177635193,2
83,2,0.031450096517801285,6,0.01902211830019951,2
84,9,0.007017639931291342,4,0.02605077624320984,9
85,2,0.0014767707325518131,3,0.021830733865499496,2
86,1,0.008922217413783073,5,0.028614822775125504,1
87,9,0.0016966257244348526,9,0.012615944258868694,9
88,1,0.0007395626744255424,2,0.016707733273506165,1
89,3,0.0005874935304746032,3,0.02134246937930584,3
90,7,0.020817190408706665,9,0.005543664563447237,7
91,0,0.0005929587059654295,0,0.0010322668822482228,0
92,2,0.0011198099236935377,2,0.0006623704684898257,2
93,9,0.002122151665389538,9,0.013285222463309765,9
94,6,5.119781053508632e-05,6,0.021669762209057808,6
95,5,0.0002654055424500257,5,0.01896579936146736,5
96,4,0.0007441383204422891,4,2.2128453565528616e-05,4
97,1,0.0023359409533441067,1,0.024957822635769844,1
98,8,0.00702348118647933,8,0.012142149731516838,8
99,2,0.005001368001103401,3,0.0043463269248604774,2
100,2,0.00025554976309649646,2,0.004365209955722094,2
101,2,8.497385715600103e-05,2,0.007067929022014141,2
102,5,0.0003294139460194856,5,0.023784318938851357,5
103,4,0.0010468765394762158,4,0.0020005011465400457,4
104,1,0.0012159752659499645,1,0.026131752878427505,1
105,0,0.002682547550648451,7,0.012454916723072529,0
106,4,0.006443681661039591,9,0.017404358834028244,4
107,3,0.006808100733906031,2,0.02728460170328617,3
108,1,0.00035396352177485824,8,0.013065542094409466,1
109,7,0.0012880762806162238,5,0.019813453778624535,7
110,3,0.000482402800116688,3,0.02875666692852974,3
111,0,0.001358714303933084,0,0.002858671359717846,0
112,8,0.0010888155084103346,3,0.0235474593937397,8
113,3,0.00027213196153752506,3,0.028940275311470032,3
114,8,0.0001833411370171234,8,0.029567524790763855,8
115,2,0.005522055551409721,2,0.042791806161403656,2
116,6,0.00012424952001310885,6,0.016194848343729973,6
117,9,0.0001075553591363132,9,0.01018811296671629,9
118,7,0.0002839297812897712,7,0.017664002254605293,7
119,2,0.0006665406981483102,2,0.025131776928901672,2
120,6,0.013706048019230366,0,0.020569298416376114,6
121,7,0.00035949726589024067,7,0.015166029334068298,7
122,8,0.0017921378603205085,3,0.02332693710923195,8
123,6,0.0007085616234689951,2,0.025850946083664894,6
124,9,0.0008384635439142585,9,0.020446473732590675,9
125,4,0.0038291439414024353,8,0.009918763302266598,4
126,5,0.006245449185371399,3,0.028111781924962997,5
127,4,0.001188031048513949,4,0.0006363373249769211,4
128,3,0.0006050026859156787,3,0.002714307513087988,3
129,1,0.00022877655283082277,1,0.02599453553557396,1
130,4,0.001872709603048861,9,0.029148023575544357,4
131,3,0.0006729108281433582,5,0.01045296248048544,3
132,5,0.0003803511499427259,5,0.027393292635679245,5
133,8,0.0008242744952440262,8,0.007965556345880032,8
134,6,0.003900430630892515,3,0.007388214115053415,6
135,6,0.00027495130780152977,6,0.029790010303258896,6
136,2,0.003855108516290784,2,0.01269073598086834,2
137,7,0.01101625245064497,9,0.01605197787284851,7
138,2,0.001203486928716302,3,0.018382910639047623,2
139,4,0.0001251685171155259,4,0.019951675087213516,4
140,0,0.00048586883349344134,0,0.01646053045988083,0
141,7,0.00017949506582226604,7,0.00030889391200616956,7
142,3,0.0047141872346401215,9,0.01939482055604458,3
143,3,0.022826706990599632,2,0.013491732999682426,3
144,5,0.0021585626527667046,5,0.01949111372232437,5
145,8,0.008851910009980202,9,0.02050212398171425,8
146,3,0.0004969628062099218,3,0.011236460879445076,3
147,4,0.00509882066398859,9,0.009145195595920086,4
148,9,0.0017780143534764647,9,0.015396201983094215,9
149,0,0.00030411375337280333,0,0.004812451079487801,0
150,1,0.0174400694668293,3,0.00887383334338665,1
151,5,0.0002880598767660558,3,0.023337487131357193,5
152,6,0.0016650162870064378,6,0.02082233317196369,6
153,0,0.0014205926563590765,7,0.010066588409245014,0
154,1,0.00030996446730569005,1,0.02427368052303791,1
155,3,0.0016424551140516996,5,0.010368979535996914,3
156,4,0.00016034940199460834,9,0.009258239530026913,4
157,4,0.009456674568355083,9,0.02446206472814083,4
158,9,0.001682523638010025,9,0.01736433617770672,9
159,7,0.00031728637986816466,7,0.017563018947839737,7
160,5,0.002482833107933402,2,0.016168978065252304,5
161,5,0.0013957337941974401,5,0.0005764687084592879,5
162,9,0.007476423867046833,4,0.0232863649725914,9
163,3,0.0007929940475150943,3,0.015246070921421051,3
164,8,0.002829291159287095,3,0.012360738590359688,8
165,2,0.005767379887402058,8,0.016363568603992462,2
166,1,0.000217874810914509,8,0.0044097392819821835,1
167,8,0.0017616499681025743,8,0.034647136926651,8
168,5,0.00450448552146554,0,0.015028583817183971,5
169,2,8.938672544900328e-05,2,0.007316470146179199,2
170,0,0.0008043823763728142,0,0.01797771267592907,0
171,1,0.0010409194510430098,7,0.026004057377576828,1
172,0,0.0014502245467156172,0,0.01180743146687746,0
173,2,0.0011109772603958845,2,0.003907640464603901,2
174,3,0.005758172366768122,5,0.017163384705781937,3
175,7,0.0007923261146061122,2,0.01270690094679594,7
176,4,0.0010454391594976187,8,0.015442910604178905,4
