,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,8,0.0008444225532002747,4
1,9,0.006307526025921106,8,0.0008247337536886334,9
2,3,0.0006522772600874305,8,0.0009468380594626069,3
3,4,0.005147729534655809,8,0.0015498872380703688,4
4,7,0.0014434474287554622,8,0.0009469412034377456,7
5,5,0.00441807322204113,8,0.0007258506957441568,5
6,6,0.00236397422850132,8,0.0010297091212123632,6
7,0,0.003989527467638254,8,0.0010027224197983742,0
8,3,0.002794447122141719,8,0.0017581498250365257,3
9,3,0.0010042238282039762,8,0.0011216681450605392,3
10,3,0.0013716437388211489,8,0.0009126736549660563,3
11,3,0.0015152564737945795,8,0.0010827250080183148,3
12,4,0.0018731539603322744,8,0.0010126328561455011,4
13,9,0.002572104334831238,8,0.0010680279228836298,9
14,4,0.00014686331269331276,8,0.0008423778926953673,4
15,9,0.0024184640496969223,8,0.0009881744626909494,9
16,2,0.0012258009519428015,8,0.0008363776141777635,2
17,3,0.0011289824033156037,8,0.0010133752366527915,3
18,5,0.00014594505773857236,8,0.0008928094757720828,5
19,6,0.002098282566294074,8,0.0008111077477224171,6
20,5,0.0015878875274211168,8,0.000976988347247243,5
21,9,0.0005913459463045001,8,0.0009051199303939939,9
22,3,0.0009014947572723031,8,0.0010320150759071112,3
23,9,0.003665159223601222,8,0.0013562313979491591,9
24,5,0.0005662311450578272,8,0.0008674268610775471,5
25,3,2.858651896531228e-05,8,0.0009253490716218948,3
26,1,0.00036550077493302524,8,0.0008948564645834267,1
27,5,0.001883807242847979,8,0.0008762094075791538,5
28,1,0.00011257869482506067,8,0.0010557746281847358,1
29,4,0.0006101925973780453,8,0.0010252606589347124,4
30,9,0.0026145917363464832,8,0.000775571446865797,9
31,3,0.001190423732623458,8,0.0014357041800394654,3
32,6,0.00033004541182890534,8,0.001196952653117478,6
33,8,0.019415680319070816,8,0.0020842633675783873,8
34,0,0.017907870933413506,8,0.0012306894641369581,0
35,3,0.0005642116302624345,8,0.0011884269770234823,3
36,1,0.0010162382386624813,8,0.0010575831402093172,1
37,1,1.77723886736203e-05,8,0.0008132834918797016,1
38,0,0.0008613101090304554,8,0.0018936792621389031,0
39,1,0.0006521436735056341,8,0.00099700887221843,1
40,0,0.0010531583102419972,8,0.001229707384482026,0
41,9,0.00030919586424715817,8,0.0012419926933944225,9
42,0,0.008600400760769844,8,0.0009470631484873593,0
43,4,0.002156465081498027,8,0.0015122387558221817,4
44,7,0.000913773663341999,8,0.0007490093121305108,7
