,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,8,0.001105510862544179,4
1,9,0.006307526025921106,8,0.0008910163305699825,9
2,3,0.0006522772600874305,8,0.0010837041772902012,3
3,4,0.005147729534655809,8,0.0018259076168760657,4
4,7,0.0014434474287554622,8,0.001151791075244546,7
5,5,0.00441807322204113,8,0.0006359172402881086,5
6,6,0.00236397422850132,8,0.0017864909023046494,6
7,0,0.003989527467638254,8,0.0012731042224913836,0
8,3,0.002794447122141719,8,0.0023444786202162504,3
9,3,0.0010042238282039762,8,0.0018510781228542328,3
10,3,0.0013716437388211489,8,0.0009021015139296651,3
11,3,0.0015152564737945795,8,0.0012657230254262686,3
12,4,0.0018731539603322744,8,0.001038802438415587,4
13,9,0.002572104334831238,8,0.0012064710026606917,9
14,4,0.00014686331269331276,8,0.0009876156691461802,4
15,9,0.0024184640496969223,8,0.0010178274242207408,9
16,2,0.0012258009519428015,8,0.0011573976371437311,2
17,3,0.0011289824033156037,0,0.001298370654694736,3
18,5,0.00014594505773857236,8,0.0011205761693418026,5
19,6,0.002098282566294074,8,0.0008557867258787155,6
20,5,0.0015878875274211168,8,0.0010674989316612482,5
21,9,0.0005913459463045001,8,0.0010260354029014707,9
22,3,0.0009014947572723031,8,0.0012237133923918009,3
23,9,0.003665159223601222,8,0.0016162823885679245,9
24,5,0.0005662311450578272,8,0.0009799546096473932,5
25,3,2.858651896531228e-05,8,0.001079995185136795,3
26,1,0.00036550077493302524,8,0.0010756138944998384,1
27,5,0.001883807242847979,8,0.0010314414976164699,5
28,1,0.00011257869482506067,8,0.001235653180629015,1
29,4,0.0006101925973780453,8,0.0011225335765630007,4
30,9,0.0026145917363464832,8,0.0009453290840610862,9
31,3,0.001190423732623458,8,0.001768680871464312,3
32,6,0.00033004541182890534,8,0.001281048869714141,6
33,8,0.019415680319070816,8,0.0035705785267055035,8
34,0,0.017907870933413506,8,0.0022214134223759174,0
35,3,0.0005642116302624345,8,0.0010260038543492556,3
36,1,0.0010162382386624813,8,0.001251451438292861,1
37,1,1.77723886736203e-05,8,0.0008401117520406842,1
38,0,0.0008613101090304554,8,0.002683161525055766,0
39,1,0.0006521436735056341,8,0.0010297256521880627,1
