,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,8,0.009140334092080593,4
1,9,0.006307526025921106,7,0.003609138773754239,9
2,3,0.0006522772600874305,8,0.01680106483399868,3
3,4,0.005147729534655809,8,0.021200144663453102,4
4,7,0.0014434474287554622,9,0.018975552171468735,7
5,5,0.00441807322204113,9,0.023656364530324936,5
6,6,0.00236397422850132,6,0.019785301759839058,6
7,0,0.003989527467638254,2,0.02796417847275734,0
8,3,0.002794447122141719,2,0.013118552975356579,3
9,3,0.0010042238282039762,3,0.010012121871113777,3
10,3,0.0013716437388211489,3,0.010181413032114506,3
11,3,0.0015152564737945795,8,0.015502071008086205,3
12,4,0.0018731539603322744,9,0.01730876788496971,4
13,9,0.002572104334831238,8,0.01381642185151577,9
14,4,0.00014686331269331276,8,0.022204458713531494,4
15,9,0.0024184640496969223,4,0.004968315362930298,9
16,2,0.0012258009519428015,3,0.02511681616306305,2
17,3,0.0011289824033156037,3,0.016695091500878334,3
18,5,0.00014594505773857236,5,0.007670112885534763,5
19,6,0.002098282566294074,4,0.022994043305516243,6
20,5,0.0015878875274211168,5,0.015003589913249016,5
21,9,0.0005913459463045001,4,0.0193412397056818,9
22,3,0.0009014947572723031,2,0.03171593323349953,3
23,9,0.003665159223601222,4,0.013193177990615368,9
24,5,0.0005662311450578272,5,0.021170279011130333,5
25,3,2.858651896531228e-05,3,0.018740396946668625,3
26,1,0.00036550077493302524,8,0.017121754586696625,1
27,5,0.001883807242847979,7,0.01984950341284275,5
28,1,0.00011257869482506067,2,0.02253255620598793,1
29,4,0.0006101925973780453,9,0.021638747304677963,4
30,9,0.0026145917363464832,9,0.02895105816423893,9
31,3,0.001190423732623458,3,0.0032772980630397797,3
32,6,0.00033004541182890534,6,0.013693420216441154,6
33,8,0.019415680319070816,0,0.03275517374277115,8
34,0,0.017907870933413506,2,0.011327659711241722,0
35,3,0.0005642116302624345,3,0.011098605580627918,3
36,1,0.0010162382386624813,1,0.02235282212495804,1
37,1,1.77723886736203e-05,8,0.021069077774882317,1
38,0,0.0008613101090304554,0,0.0020552105270326138,0
39,1,0.0006521436735056341,1,0.02101726271212101,1
40,0,0.0010531583102419972,0,0.016164399683475494,0
41,9,0.00030919586424715817,9,0.013198000378906727,9
42,0,0.008600400760769844,6,0.028201347216963768,0
43,4,0.002156465081498027,9,0.011430807411670685,4
