,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,8,0.0005162584129720926,4
1,9,0.006307526025921106,8,0.0005962004070170224,9
2,3,0.0006522772600874305,8,0.0008312275749631226,3
3,4,0.005147729534655809,8,0.0010149611625820398,4
4,7,0.0014434474287554622,8,0.0006676700431853533,7
5,5,0.00441807322204113,8,0.0005349316634237766,5
6,6,0.00236397422850132,8,0.00043650358566083014,6
7,0,0.003989527467638254,8,0.0006362287094816566,0
8,3,0.002794447122141719,8,0.00081276596756652,3
9,3,0.0010042238282039762,8,0.0007144535193219781,3
10,3,0.0013716437388211489,8,0.000481992494314909,3
11,3,0.0015152564737945795,8,0.0008730663103051484,3
12,4,0.0018731539603322744,8,0.0007013624999672174,4
13,9,0.002572104334831238,8,0.0009331412729807198,9
14,4,0.00014686331269331276,8,0.0007291220244951546,4
15,9,0.0024184640496969223,8,0.0008656401187181473,9
16,2,0.0012258009519428015,8,0.00047032645670697093,2
17,3,0.0011289824033156037,8,0.0005568194901570678,3
18,5,0.00014594505773857236,8,0.0005762136424891651,5
19,6,0.002098282566294074,8,0.0005663880729116499,6
20,5,0.0015878875274211168,8,0.0005797906778752804,5
21,9,0.0005913459463045001,8,0.0008351566502824426,9
22,3,0.0009014947572723031,8,0.0006911420496180654,3
23,9,0.003665159223601222,8,0.0007651225314475596,9
24,5,0.0005662311450578272,8,0.0006732360343448818,5
25,3,2.858651896531228e-05,8,0.0006116115255281329,3
26,1,0.00036550077493302524,8,0.0005268490640446544,1
27,5,0.001883807242847979,8,0.0006112490082159638,5
28,1,0.00011257869482506067,8,0.0006276177591644228,1
29,4,0.0006101925973780453,8,0.0014343252405524254,4
30,9,0.0026145917363464832,8,0.0005423149559646845,9
31,3,0.001190423732623458,8,0.0007108811987563968,3
32,6,0.00033004541182890534,8,0.0006868577329441905,6
33,8,0.019415680319070816,8,0.001432382850907743,8
34,0,0.017907870933413506,8,0.000554649974219501,0
35,3,0.0005642116302624345,8,0.0008047545561566949,3
36,1,0.0010162382386624813,8,0.0005677867447957397,1
37,1,1.77723886736203e-05,8,0.00047300284495577216,1
38,0,0.0008613101090304554,8,0.001129285548813641,0
39,1,0.0006521436735056341,8,0.000531233090441674,1
40,0,0.0010531583102419972,8,0.000646518892608583,0
41,9,0.00030919586424715817,8,0.000791015918366611,9
42,0,0.008600400760769844,8,0.0007858580211177468,0
43,4,0.002156465081498027,8,0.0010349261574447155,4
44,7,0.000913773663341999,8,0.000646810163743794,7
45,4,0.0015012894291430712,8,0.0006976046715863049,4
46,9,0.006390399299561977,8,0.0006069712108001113,9
47,8,0.0026217096019536257,8,0.0005178588908165693,8
48,7,0.0021211968269199133,8,0.0006577115273103118,7
49,0,0.0019193468615412712,8,0.001451198710128665,0
50,3,0.001403252244926989,8,0.0006172544090077281,3
51,8,0.0035473823081701994,8,0.0005496941157616675,8
52,5,0.0023725656792521477,8,0.0007341407472267747,5
53,8,0.008340408094227314,8,0.0005589813808910549,8
54,7,0.0126339765265584,8,0.0012513839174062014,7
55,1,0.0010995389893651009,8,0.0007253056392073631,1
56,6,0.0011904563289135695,8,0.0006347568705677986,6
57,3,0.0008859391091391444,8,0.000752083957195282,3
58,3,0.0022571764420717955,8,0.0004936776822432876,3
59,9,0.0005084540462121367,8,0.0006457823910750449,9
60,3,2.597841012175195e-05,8,0.0008587854681536555,3
61,3,0.00045174011029303074,8,0.0007426101365126669,3
62,0,0.0030494467355310917,8,0.001077435677871108,0
63,3,0.002122255275025964,8,0.001186674227938056,3
64,0,0.00015749690646771342,8,0.000933873001486063,0
65,1,0.0008421270176768303,8,0.0006351733463816345,1
66,8,0.00369359296746552,8,0.000979750300757587,8
67,4,0.0017041793325915933,8,0.0006303497357293963,4
68,2,0.00014556077076122165,8,0.001445728586986661,2
69,4,0.013750189915299416,8,0.000621083308942616,4
70,2,0.00035714879049919546,8,0.0009149333345703781,2
71,8,0.002333299722522497,8,0.0006110526737757027,8
72,6,0.0007998154615052044,8,0.0005582033772952855,6
73,4,0.020838778465986252,8,0.0004123174585402012,4
74,4,0.0037519740872085094,8,0.0006753098568879068,4
75,6,0.0013700793497264385,8,0.0005742408102378249,6
76,8,0.004772774409502745,8,0.0010517520131543279,8
77,1,2.721888267842587e-05,8,0.0007244191947393119,1
78,1,0.000928651075810194,8,0.0004870708507951349,1
