,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,4,0.015749942511320114,4
1,9,0.006307526025921106,9,0.02154814451932907,9
2,3,0.0006522772600874305,3,0.002830114448443055,3
3,4,0.005147729534655809,4,0.019791606813669205,4
4,7,0.0014434474287554622,7,0.0024356148205697536,7
5,5,0.00441807322204113,5,0.019785713404417038,5
6,6,0.00236397422850132,6,0.0030846879817545414,6
7,0,0.003989527467638254,0,0.005473667290061712,0
8,3,0.002794447122141719,3,0.017518987879157066,3
9,3,0.0010042238282039762,3,0.0015163968782871962,3
10,3,0.0013716437388211489,3,0.0011405840050429106,3
11,3,0.0015152564737945795,3,0.0037608197890222073,3
12,4,0.0018731539603322744,4,0.026690293103456497,4
13,9,0.002572104334831238,9,0.014247117564082146,9
14,4,0.00014686331269331276,4,0.008173924870789051,4
15,9,0.0024184640496969223,9,0.016929659992456436,9
16,2,0.0012258009519428015,2,0.009361796081066132,2
17,3,0.0011289824033156037,3,0.0009278245270252228,3
18,5,0.00014594505773857236,5,0.0020553553476929665,5
19,6,0.002098282566294074,6,0.009664994664490223,6
20,5,0.0015878875274211168,5,0.0034345737658441067,5
21,9,0.0005913459463045001,9,0.0018172196578234434,9
22,3,0.0009014947572723031,3,0.003164642956107855,3
23,9,0.003665159223601222,9,0.008355369791388512,9
24,5,0.0005662311450578272,5,0.0016403498593717813,5
25,3,2.858651896531228e-05,3,0.001181750325486064,3
26,1,0.00036550077493302524,1,0.0015591641422361135,1
27,5,0.001883807242847979,5,0.009178968146443367,5
28,1,0.00011257869482506067,1,0.001977583160623908,1
29,4,0.0006101925973780453,4,0.00804046355187893,4
30,9,0.0026145917363464832,9,0.0028286450542509556,9
31,3,0.001190423732623458,3,0.0005411485908553004,3
32,6,0.00033004541182890534,6,0.0015244859969243407,6
33,8,0.019415680319070816,0,0.03238749876618385,8
34,0,0.017907870933413506,2,0.018913155421614647,0
35,3,0.0005642116302624345,3,0.002143045887351036,3
36,1,0.0010162382386624813,1,0.0010242286371067166,1
37,1,1.77723886736203e-05,1,0.001270943321287632,1
38,0,0.0008613101090304554,0,0.0009932505199685693,0
39,1,0.0006521436735056341,1,0.0014307204401120543,1
40,0,0.0010531583102419972,0,0.002616144949570298,0
41,9,0.00030919586424715817,9,0.00124145089648664,9
