,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,9,0.02649528905749321,4
1,9,0.006307526025921106,7,0.01986686885356903,9
2,3,0.0006522772600874305,3,0.010577416978776455,3
3,4,0.005147729534655809,8,0.018514810130000114,4
4,7,0.0014434474287554622,7,0.00642012432217598,7
5,5,0.00441807322204113,5,0.025028154253959656,5
6,6,0.00236397422850132,6,0.006447331514209509,6
7,0,0.003989527467638254,0,0.017374906688928604,0
8,3,0.002794447122141719,3,0.018634656444191933,3
9,3,0.0010042238282039762,3,0.003349245758727193,3
10,3,0.0013716437388211489,3,0.0024465015158057213,3
11,3,0.0015152564737945795,3,0.011199403554201126,3
12,4,0.0018731539603322744,9,0.012300917878746986,4
13,9,0.002572104334831238,8,0.017415497452020645,9
14,4,0.00014686331269331276,4,0.021821923553943634,4
15,9,0.0024184640496969223,4,0.013491073623299599,9
16,2,0.0012258009519428015,2,0.02260264754295349,2
17,3,0.0011289824033156037,3,0.0033767875283956528,3
18,5,0.00014594505773857236,5,0.002817650092765689,5
19,6,0.002098282566294074,6,0.02681075967848301,6
20,5,0.0015878875274211168,5,0.00772195914760232,5
21,9,0.0005913459463045001,9,0.015257125720381737,9
22,3,0.0009014947572723031,3,0.014369267039000988,3
23,9,0.003665159223601222,9,0.011616503819823265,9
24,5,0.0005662311450578272,5,0.006997650023549795,5
25,3,2.858651896531228e-05,3,0.003149093361571431,3
26,1,0.00036550077493302524,1,0.005978212226182222,1
27,5,0.001883807242847979,5,0.020129969343543053,5
28,1,0.00011257869482506067,1,0.012223956175148487,1
29,4,0.0006101925973780453,4,0.020786689594388008,4
30,9,0.0026145917363464832,9,0.008535267785191536,9
31,3,0.001190423732623458,3,0.0008209976367652416,3
32,6,0.00033004541182890534,6,0.007025277707725763,6
33,8,0.019415680319070816,0,0.03225924074649811,8
34,0,0.017907870933413506,2,0.014727853238582611,0
35,3,0.0005642116302624345,3,0.0039766700938344,3
36,1,0.0010162382386624813,1,0.0044596511870622635,1
37,1,1.77723886736203e-05,1,0.008923228830099106,1
38,0,0.0008613101090304554,0,0.001153083168901503,0
39,1,0.0006521436735056341,1,0.00383935309946537,1
40,0,0.0010531583102419972,0,0.006712773349136114,0
41,9,0.00030919586424715817,9,0.006797219160944223,9
42,0,0.008600400760769844,0,0.028166377916932106,0
43,4,0.002156465081498027,9,0.016124393790960312,4
44,7,0.000913773663341999,9,0.015135353431105614,7
45,4,0.0015012894291430712,4,0.002007770584896207,4
46,9,0.006390399299561977,9,0.014026245102286339,9
47,8,0.0026217096019536257,8,0.007203259505331516,8
48,7,0.0021211968269199133,7,0.01864735782146454,7
49,0,0.0019193468615412712,0,0.010766780935227871,0
50,3,0.001403252244926989,3,0.014170619659125805,3
51,8,0.0035473823081701994,5,0.013203440234065056,8
52,5,0.0023725656792521477,5,0.00845716055482626,5
53,8,0.008340408094227314,9,0.01259294431656599,8
54,7,0.0126339765265584,3,0.024684656411409378,7
55,1,0.0010995389893651009,1,0.01492918562144041,1
56,6,0.0011904563289135695,6,0.01550455391407013,6
57,3,0.0008859391091391444,3,0.004867457784712315,3
58,3,0.0022571764420717955,3,0.011348159983754158,3
59,9,0.0005084540462121367,9,0.004676991142332554,9
60,3,2.597841012175195e-05,3,0.0016962604131549597,3
61,3,0.00045174011029303074,3,0.005447173956781626,3
62,0,0.0030494467355310917,0,0.013480275869369507,0
63,3,0.002122255275025964,3,0.034045830368995667,3
64,0,0.00015749690646771342,0,0.007265695836395025,0
65,1,0.0008421270176768303,1,0.008995224721729755,1
66,8,0.00369359296746552,8,0.0019101403886452317,8
67,4,0.0017041793325915933,7,0.014295478351414204,4
68,2,0.00014556077076122165,2,0.003303521778434515,2
69,4,0.013750189915299416,9,0.007991335354745388,4
70,2,0.00035714879049919546,2,0.007886295206844807,2
71,8,0.002333299722522497,3,0.03309593349695206,8
72,6,0.0007998154615052044,6,0.00036990660009905696,6
73,4,0.020838778465986252,7,0.009990447200834751,4
74,4,0.0037519740872085094,4,0.03073388896882534,4
75,6,0.0013700793497264385,8,0.02604128047823906,6
76,8,0.004772774409502745,9,0.021966274827718735,8
77,1,2.721888267842587e-05,1,0.007907545194029808,1
78,1,0.000928651075810194,1,0.008407032117247581,1
79,3,0.013062755577266216,2,0.025713499635457993,3
80,0,0.0012004028540104628,0,0.0028043813072144985,0
81,6,0.020350389182567596,0,0.016196303069591522,6
82,2,0.0022739123087376356,2,0.026973256841301918,2
83,2,0.031450096517801285,6,0.023796189576387405,2
84,9,0.007017639931291342,9,0.023905081674456596,9
85,2,0.0014767707325518131,2,0.028805192559957504,2
86,1,0.008922217413783073,8,0.029310667887330055,1
87,9,0.0016966257244348526,9,0.004614296369254589,9
88,1,0.0007395626744255424,1,0.019879132509231567,1
89,3,0.0005874935304746032,3,0.004217281471937895,3
90,7,0.020817190408706665,9,0.004392082802951336,7
91,0,0.0005929587059654295,0,0.00046132970601320267,0
92,2,0.0011198099236935377,2,0.0006460722652263939,2
93,9,0.002122151665389538,9,0.006456302013248205,9
94,6,5.119781053508632e-05,6,0.010548828169703484,6
95,5,0.0002654055424500257,5,0.008963368833065033,5
96,4,0.0007441383204422891,4,5.362390766094904e-06,4
97,1,0.0023359409533441067,1,0.007763241417706013,1
