,Original Prediction,Original Confidence,Adversary Prediction,Adversary Confidence,Truth
0,4,0.0006616283790208399,4,0.008513694629073143,4
1,9,0.006307526025921106,9,0.01685975305736065,9
2,3,0.0006522772600874305,3,0.0012274120235815644,3
3,4,0.005147729534655809,4,0.017843758687376976,4
4,7,0.0014434474287554622,7,0.0020197525154799223,7
5,5,0.00441807322204113,5,0.015343355014920235,5
6,6,0.00236397422850132,6,0.002282907720655203,6
7,0,0.003989527467638254,0,0.002433398272842169,0
8,3,0.002794447122141719,3,0.013513672165572643,3
9,3,0.0010042238282039762,3,0.0011967652244493365,3
10,3,0.0013716437388211489,3,0.00104651995934546,3
11,3,0.0015152564737945795,3,0.0018251413712278008,3
12,4,0.0018731539603322744,4,0.015432578511536121,4
13,9,0.002572104334831238,9,0.010547802783548832,9
14,4,0.00014686331269331276,4,0.0017611368093639612,4
15,9,0.0024184640496969223,9,0.010500052943825722,9
16,2,0.0012258009519428015,2,0.004570936784148216,2
17,3,0.0011289824033156037,3,0.000401575758587569,3
18,5,0.00014594505773857236,5,0.0017611769726499915,5
19,6,0.002098282566294074,6,0.0022432764526456594,6
20,5,0.0015878875274211168,5,0.0030491999350488186,5
21,9,0.0005913459463045001,9,0.0004337641003075987,9
22,3,0.0009014947572723031,3,0.0013534820172935724,3
23,9,0.003665159223601222,9,0.006119544617831707,9
24,5,0.0005662311450578272,5,0.0008435852942056954,5
25,3,2.858651896531228e-05,3,0.0009445931063964963,3
26,1,0.00036550077493302524,1,0.0009061785531230271,1
27,5,0.001883807242847979,5,0.005507952533662319,5
28,1,0.00011257869482506067,1,0.0008634800324216485,1
29,4,0.0006101925973780453,4,0.003853092435747385,4
30,9,0.0026145917363464832,9,0.0014290781691670418,9
31,3,0.001190423732623458,3,0.0005520991398952901,3
32,6,0.00033004541182890534,6,0.0006777247181162238,6
33,8,0.019415680319070816,8,0.029487352818250656,8
34,0,0.017907870933413506,2,0.021005744114518166,0
35,3,0.0005642116302624345,3,0.0017404364189133048,3
36,1,0.0010162382386624813,1,0.0004827373195439577,1
37,1,1.77723886736203e-05,1,0.0008514444343745708,1
38,0,0.0008613101090304554,0,0.0009616737952455878,0
39,1,0.0006521436735056341,1,0.001113518257625401,1
40,0,0.0010531583102419972,0,0.0016157847130671144,0
41,9,0.00030919586424715817,9,0.0005143866874277592,9
42,0,0.008600400760769844,0,0.014897535555064678,0
43,4,0.002156465081498027,4,0.01818973571062088,4
44,7,0.000913773663341999,7,0.012648256495594978,7
45,4,0.0015012894291430712,4,0.0015145896468311548,4
46,9,0.006390399299561977,9,0.008035287261009216,9
47,8,0.0026217096019536257,8,0.003075599204748869,8
48,7,0.0021211968269199133,7,0.005757814738899469,7
49,0,0.0019193468615412712,0,0.0037537224125117064,0
50,3,0.001403252244926989,3,0.002101302845403552,3
51,8,0.0035473823081701994,8,0.014487622305750847,8
52,5,0.0023725656792521477,5,0.0015658570919185877,5
53,8,0.008340408094227314,8,0.017850980162620544,8
54,7,0.0126339765265584,7,0.026181846857070923,7
55,1,0.0010995389893651009,1,0.0033597596921026707,1
